#,Company,Email,Person,Title,Region,Notes
,Bytosoft,team@bytosoft.com,Team Desk,General,Other,Varanasi web/app dev; VERIFIED printed on bytosoft.com/contact; MX OK
,Bytosoft,support@bytosoft.com,Support Desk,Support,Other,Varanasi web/app dev; VERIFIED printed on bytosoft.com/contact; MX OK
,Mify Solutions,info@mifysolutions.com,Corporate Office,General,Other,Noida IT services; VERIFIED printed on mifysolutions.com/contact-us; MX OK
,Phool (Kanpur Flowercycling),hello@phool.co,Contact Desk,General,Other,Kanpur IIT-K incubated flowercycling/Fleather; VERIFIED printed on phool.co/pages/contact-us; MX OK
,Phool (Kanpur Flowercycling),bulk@phool.co,Bulk Orders Desk,Sales,Other,Kanpur IIT-K incubated flowercycling/Fleather; VERIFIED printed on phool.co/pages/contact-us; MX OK
,Aarna Biomedical,info@aarnabiomed.in,Corporate Office,General,Other,Kanpur IIT-K incubated medtech; VERIFIED printed on aarnabiomed.in; MX OK
,Airth Research,hello@airth.in,Contact Desk,General,Other,Kanpur IIT-K incubated air-purification deep-tech; VERIFIED printed on airth.in; MX OK
,Airth Research,support@airth.in,Support Desk,Support,Other,Kanpur IIT-K incubated air-purification deep-tech; VERIFIED printed on airth.in; MX OK
,Simacriticals,info@simactricals.io,Corporate Office,General,Other,Kanpur IIT-K incubated deep-tech; VERIFIED printed on simactricals.io and /careers; MX OK
,xTerra Robotics,careers@xterrarobotics.com,Careers Desk,Recruitment,Other,Kanpur IIT-K incubated robotics; VERIFIED printed on xterrarobotics.com/careers; MX OK
,Trential Technologies,careers@trential.com,Careers Desk,Recruitment,Other,"Gurugram office, IIT-K incubated Web3 identity; VERIFIED printed on trential.com/careers as the open-application address"
,Trential Technologies,info@trential.com,Corporate Office,General,Other,"Gurugram office, IIT-K incubated Web3 identity; VERIFIED printed on trential.com; MX OK"
,Mind You Infotech,hr@mindyouinfotech.com,HR Desk,Recruitment,Other,Lucknow app/web dev; VERIFIED printed on mindyouinfotech.com/contact-us; MX OK
,Mind You Infotech,info@mindyouinfotech.com,Corporate Office,General,Other,Lucknow app/web dev; VERIFIED printed on mindyouinfotech.com/contact-us; MX OK
,Sigma IT Software,md@sigmasoftwares.in,Managing Director Desk,Managing Director,Other,Lucknow Vibhuti Khand IT; VERIFIED printed on sigmasoftwares.org/contact-us; note mail domain differs from site domain; 
,Sigma IT Software,support@sigmasoftwares.co.in,Support Desk,Support,Other,Lucknow Vibhuti Khand IT; VERIFIED printed on sigmasoftwares.org/contact-us; note mail domain differs from site domain; 
,Squareit Solution,info@squareit.in,Corporate Office,General,Other,Lucknow digital marketing/web; VERIFIED printed on squareit.in/contact-us; MX OK
,Websofy Software,info@websofy.com,Corporate Office,General,Other,Lucknow web/app dev; VERIFIED printed on websofy.com/contact-us; MX OK
,Skyview Smart Solution,info@skyviewads.com,Corporate Office,General,Other,Lucknow IT/ad-tech; VERIFIED printed on skyviewads.com/contact-us; MX OK
,Ekaasha Technologies,info@ekaasha.com,Corporate Office,General,Other,Prayagraj IT services; VERIFIED printed on ekaasha.com/contact-us; MX OK
,Webixy Technologies,hr@webixytech.com,HR Desk,Recruitment,Other,Kanpur web/app dev; VERIFIED printed on webixytech.com; MX OK
,Webixy Technologies,support@webixytech.com,Support Desk,Support,Other,Kanpur web/app dev; VERIFIED printed on webixytech.com; MX OK
,Novus Logic,info@novuslogic.co.in,Corporate Office,General,Other,Kanpur IT services; VERIFIED printed on novuslogic.co.in; MX OK
,Traffic Tail,info@traffictail.com,Corporate Office,General,Other,Kanpur digital marketing/IT; VERIFIED printed on traffictail.com/contact-us; MX OK
